id,target_id,target_short_name,target_nation,applicant,abstract,invention_name
2402110,14988,dcom Co Ltd,Japan,동서대학교 산학협력단|주식회사 갭스앤디컴퍼니|한일건설 주식회사,"본 발명은 NFC 전자 명함을 이용한 실시간 제품 및 회사소개 서비스 방법에 관한 것으로, NFC 태그를 내장한 전자명함(10), 스마트 폰(50), 기지국(60) 및 서버(70)로 구성되어 NFC 태그를 내장한 전자명함(10)으로부터 태그값을 인지한 스마트 폰 애플리케이션이 서버에 접속하여 인지한 태그값을 전송하고, 데이터베이스로부터 그 코드값에 대응되는 회사 정보, 제품 동영상 및 제품 설명 등의 자료를 수신함으로서 회사의 소개 및 제품을 홍보할 수 있도록 구성되는 것을 포함하는 것으로, 본 발명에 따른 NFC 전자 명함을 이용한 실시간 제품 및 회사소개 서비스 방법은 상술한 바와 같은 특유의 구성을 구비하는 것에 의해서, 사용자가 광범위한 양의 소개 및 마케팅 데이터를 소비자의 시간할애에 대한 요구 없이 전달할 수 있는 장점이 있다.  뿐만 아니라, 본 발명에 의해, 단순히 연락처만을 전달하는 명함 고유의 기능에서 벗어날 뿐만 아니라, 소비자가 소속기관이나 제품 등에 대한 정보가 필요할시 기타 수단을 동원하여 직접 자료에 접근하여 수집하던 불편함을 해소하고, 전자명함만으로 기타 수단의 동원없이 자료를 제공할 수 있는 효율적 시스템 구성이 가능하다.  또한, 본 발명에 따르면, 오늘날 소비자의 요구없이 무차별적으로 발생하는 스팸성 광고에 대한 부정적 인식에 대한 걱정없이 원하는 소비자에 의해서만...(이하생략)",NFC 전자 명함을 이용한 실시간 제품 및 회사소개 서비스 방법
1861804,25443,Hewlett Packard Enterprise,United States,Hewlett Packard Enterprise Development LP," A system for discovering tunnel neighbors is provided. During operation, the system can establish, at a first switch, a tunnel with a second switch in an overlay tunnel fabric that includes the first and second switches. Upon establishing the tunnel, the system can generate a discovery packet comprising a first set of discovery information indicating the configuration and capabilities of the first switch associated with the tunnel. The system can send the discovery packet to the second switch via the tunnel prior to initiating payload data communication via the tunnel. The system can also receive a second discovery packet from the second switch via the tunnel. The second discovery packet can include a second set of discovery information indicating the configuration and capabilities of the second switch associated with the tunnel. The system can then store the second set of discovery information in an entry of a data structure. 
				",TUNNEL NEIGHBOR DISCOVERY
1764287,62891,Y's Inc,Japan,3디 시스템즈 인코오퍼레이티드,"본 발명은 두 개의 다른 양이온성 광개시제를 포함하는 광개시제 조성물 및 상기 광개시제 조성물을 포함하는 광경화성 조성물에 관한 것이다. 더욱이, 본 발명은 광개시제 조성물 및 광경화성 조성물의 용도에 관한 것이다. 또한, 본 발명은 3차원 물품의 제조방법에 관한 것이다.  광개시제, 광개시제 조성물, 광경화성 조성물, 3차원 물품의 제조방법","이중 광개시제, 광경화성 조성물, 그것의 용도 및 3차원 물품의 제조방법"
3039015,33958,M-Com S.R.O.,Czech Republic,한국전자통신연구원|삼성전자주식회사,"본 발명은 기지국의 변조 장치 및 방법에 관한 것으로 복수의 섹터로 각각 대응하는 하향 링크 심볼을 송신하는 적어도 하나의 안테나를 포함하는 기지국의 변조 장치는 섹터별 복수의 제어 정보를 순차적으로 획득하고, 제어 정보에 따라 물리적 제어 채널과 전송 채널 중 어느 하나를 포함하는 물리 채널을 생성하고, 물리 채널을 순차적으로 변조하고, 물리 채널을 변조한 결과를 이용하여 적어도 하나의 안테나에 각각 대응하는 하향 링크 심볼을 생성한다.",기지국의 변조 장치 및 방법
1724292,61673,Wi Co Ltd,South Korea,주식회사 케이엔아이씨,"본 발명의 일 실시예에 따른 낙상 감지 패드는 제1 감지층 및 제1 감지층과 스폰지를 매개로 절연되어 형성되는 제2 감지층을 포함하고, 제1 감지층 및 제2 감지층 각각은, 복수의 셀 그룹을 포함하고, 제1 감지층의 복수의 셀 그룹과 제2 감지층의 복수의 셀 그룹은 서로 대응되게 배치되고, 복수의 셀 그룹 각각은 복수의 감지 셀 및 복수의 감지 셀을 전기적으로 연결하는 배선 라인을 포함하며, 복수의 감지 셀의 형상은, 원형 또는 다각형으로, 환자의 하중에 의해 힘이 작용하는 경우, 제1 감지층의 복수의 셀 그룹 중 적어도 하나의 셀 그룹과 제1 감지층의 적어도 하나의 셀 그룹에 대응되게 배치된 제2 감지층의 셀 그룹이 상호 접속됨으로써, 대응되게 배치된 셀 그룹간 구동 신호가 전달되도록 구성되며, 구동 신호는, 전압일 수 있다.","낙상 감지 패드, 및 낙상 감지 장치"
1209676,40681,Ontec Co Ltd,Japan,주식회사 일원테크,"본 발명은 교량용 신축이음장치의 방수부재 체결구에 관한 것으로서, 더욱 상세하게는 교량 구조물에 방수부재를 설치하기 위한 수단을 별도로 마련하여, 교량 신축 작용시 발생하는 힘이 방수부재에 직접 전달되지 않도록 함으로써, 방수부재 파손 및 손상을 최소화하고, 방수부재에 대한 체결력이 견고하게 이루어질 수 있도록 함과 더불어 방수부재의 용이한 탈착을 통해 유지 보수 작업에 대한 효율성을 높인 교량용 신축이음장치의 방수부재 체결구에 관한 것이다.  이를 위해, 서로 마주한 교량의 구조물에 설치되어 지상으로부터 낙하되는 물이나 이물질을 받아내는 방수부재를 고정시키는 교량용 신축이음장치의 방수부재 체결구에 있어서, 상기 각각의 구조물에 설치되며, 일측을 향해 개구된 삽입홈에는 방수부재의 단부가 삽입될 수 있도록 마련된 몸체;상기 몸체의 삽입홈에 위치되며, 방수부재의 단부 일면에 밀착될 수 있도록 마련된 압착부재;상기 몸체의 삽입홈상에서 이동되면서 상기 압착부재를 밀어내는 힘을 작용하여 상기 방수부재의 단부를 몸체에 압착시키는 구속수단:을 포함하여 구성된 교량용 신축이음장치의 방수부재 체결구를 제공한다.",교량용 신축이음장치의 방수부재 체결구 및 이의 시공방법
2520740,17764,Ek Corp,South Korea,아서스테크 컴퓨터 인코포레이션,"방법 및 장치는 사용자 장비 (UE)의 관점에서 개시된다. 일 실시 예에서, 방법은 UE가 RRC_CONNECTED 상태에있을 때, 네트워크 노드로부터 PUR (Preconfigured Uplink Resources)의 구성을 수신하는 단계를 포함하고, PUR은 UE가 RRC_IDLE 상태에있을 때 전송에 사용된다. 이 방법은 또한 전송이 PUR을 사용하여 전송되는지의 여부에 기초하여 전송을위한 제 1 무선 자원 제어 (RRC) 메시지 또는 제 2 RRC 메시지를 생성하는 것을 결정하는 단계를 포함하고, 여기서 제 1 RRC 메시지는 UE 신원 및 제 2 RRC 메시지는 UE 신원을 포함하지 않는다. 방법은 UE가 RRC_IDLE 상태에있을 때 제 1 RRC 메시지 또는 제 2 RRC 메시지를 포함하는 전송을 수행하는 단계를 더 포함한다.",무선 통신 시스템에서 사전 구성된 업링크 리소스들을 사용하여 전송하는 방법 및 장치
1752455,62890,Y Lab Co Ltd,South Korea,가부시키가이샤 한도오따이 에네루기 켄큐쇼,"산화물 반도체층을 사용하여 전기 특성이 뛰어난 박막 트랜지스터를 구비한 반도체 장치가 제공되는 것이 과제의 하나다. 또한, 동일 기판 위에 복수 종류의 박막 트랜지스터의 구조를 제작하여 복수 종류의 회로를 구성함으로써, 증가되는 공정수가 적은 반도체 장치의 제작 방법이 제공되는 것이 과제의 하나다.  절연 표면 위에 금속 박막을 형성한 후, 산화물 반도체층을 적층하고, 그 후, 가열 처리 등의 산화 처리를 행함으로써 금속 박막의 일부분 또는 전체가 산화된다. 또한, 논리 회로 등의 고속 동작을 우선하는 회로와, 매트릭스 회로에서 상이한 구조의 박막 트랜지스터가 배치된다.",액티브 매트릭스형 표시 장치
1488760,51344,SIT,Japan,가톨릭대학교 산학협력단,"본 발명의 일실시예는 부목이 착용된 환자 골절의 자세한 평가가 가능하도록 도울 수 있는 부목 음영을 제거한 x-선 촬영 이미지 생성방법 및 부목 음영을 제거한 x-선 촬영 이미지 생성장치를 제공한다. 여기서, 부목 음영을 제거한 x-선 촬영 이미지 생성방법은 관절과 함께 부목을 x-선 촬영하여 부목 착용 이미지를 획득하는 단계와, 부목이 착용되지 않은 관절을 x-선 촬영하여 부목 비착용 이미지를 획득하는 단계와, 부목 착용 이미지로부터 부목 착용 학습 이미지를 생성하고, 부목 비착용 이미지로부터 부목 비착용 학습 이미지를 생성하는 단계와, 부목 음영이 표시된 이미지를 부목 음영이 제거된 이미지로 표시하도록 설정된 학습 모델이 부목 착용 학습 이미지 및 부목 비착용 학습 이미지를 심층 학습하는 단계와, 검사 대상 환자로부터 관절과 함께 부목을 x-선 촬영하여 검사 대상 부목 착용 이미지를 획득하고, 검사 대상 부목 착용 이미지를 학습 모델에 입력하여 검사 대상 부목 착용 이미지에서 부목 음영이 제거된 부목 음영 제거 이미지를 출력 표시하는 단계를 포함한다.",부목 음영을 제거한 x-선 촬영 이미지 생성방법 및 부목 음영을 제거한 x-선 촬영 이미지 생성장치
7055234,29580,J+D Forecasting Ltd,United Kingdom,강전국,드럼 악보 한글화 작업 방법 및 이를 이용한 드럼 악보를 한글음으로 구성된 연주용 악보 파일로 변환하는 장치는 드럼의 악기별로 악기 연주 시 발생하는 고유음을 상기 고유음과 유사한 발음의 한글음으로 설정하여 드럼 악보 파일을 한글음으로 구성된 연주용 악보 파일로 변환함으로써 드럼 악기 악보의 가독성을 높이고 암기 연주를 쉽게 할 수 있다.,드럼 악보 한글화 작업 방법 및 이를 이용한 드럼 악보를 한글음으로 구성된 연주용 악보 파일로 변환하는 장치
1999891,467,A&T Corp,Japan,가부시끼가이샤 구레하,"세정 및 메인터넌스가 하기 쉬운 간소한 장치 구성으로서, 효율적으로 용액 중축합을 진행시킬 수 있는 중합체의 연속 제조 장치 및 연속 제조 방법을 제공한다. 연속 제조 장치(100)는, 반응 용기 본체(1), 상기 반응 용기 본체 안을 복수의 반응조(2a~2d)로 나누는 칸막이 판(6a~6c) 및 원료 공급부를 구비하며, 상기 칸막이 판은 회전 중심을 가지고, 인접하는 상기 반응조의 기상부끼리 및 액상부끼리는 연통하고 있으며, 상기 반응조에서 생긴 반응 혼합물이 각 반응조를 순차 이동한다.",중합체의 연속 제조 장치 및 연속 제조 방법
1451182,48048,Sand,Japan,노키아 솔루션스 앤드 네트웍스 오와이,"사용자 장비(UE)는 시스템 정보를 판독한다. 타입 블록(SIB1)은 이웃 셀로부터 브로드캐스트하고 따라서 상기 이웃 셀에 의해 브로드캐스트된 주파수 대역 리스트 정보, 즉 ""freqBandindicator"" 및 ""multiBandInfoList""를 리트리브하고; 그 다음 사용자 장비(UE)는 상기 주파수 대역 리스트 정보, 즉 ""multiBandInfoList""를 예컨대 ""MeasResultEUTRA"" 또는 ""MeasResultUTRA"" 오브젝트들에서 측정 리포트에 포함된 서빙 셀에 리포트한다.",사용자 장비의 서빙 셀에서 이웃 셀들의 부가적인 지원 주파수 대역들에 관한 정보를 얻는 단계
1586220,54874,T3,Japan,티3 파마슈티컬스 아게,"본 발명은 재조합 그람-음성 세균 균주와 면역 관문 조절제(ICM)를 포함하는 약제 조합 및 대상체의 암의 예방, 진행 지연 또는 치료를 위한 방법에서의 이들의 용도에 관한 것이다.",암을 치료하기 위한 약제 조합
6170830,469,A+ Conferencing Ltd,United States,삼성전자주식회사,"출력밀도 및 효율을 향상시킬 수 있는 회전자 및 이를 포함하는 전동기가 제공된다. 일 양상에 따른 전동기는 회전자 및 고정자를 포함한다. 회전자는 회전자 코어 및 회전자 극들을 포함한다. 회전자 극들은 회전자 코어의 원주 방향을 따라 배열되며, 비대칭 형상으로 각각 이루어져 돌극비를 증가시킬 수 있다. 고정자는 회전자로부터 이격되어 위치하며, 코일이 감길 수 있는 슬롯들을 포함할 수 있다.",회전자 및 이를 포함하는 전동기
1961200,58634,UltiMed Inc,United States,"ULTIMED, INC."," The disclosure relates to an assembly for storing, dispensing, disposing, and shipping medical products such as sharps or pharmaceuticals. The assembly includes an outer container, an inner container, a unit configured for storing and dispensing unused medical products such as sharps or pharmaceuticals, and for receiving used medical sharps or unused pharmaceuticals. The inner container is adapted to receive the unit, and the outer container is adapted to receive the inner container. 
				",SHIPPING AND SUPPLY SYSTEM FOR MEDICAL SHARPS
1596646,55472,Tech-K,Chile,국림피엔텍 주식회사,"본 발명은 외주에 내부로 연통된 흡입구(111)와 상부에 내부로 연통된 배출구(112)가 형성되면서 하부가 개방된 원통형의 상부몸체(110a)와 상기 상부몸체(110a)의 하부에 결합되어 상부가 개방된 원통형의 하부몸체(110b)로 구분된 하우징(110)과, 상기 하우징(110)의 내부 중앙에 배치된 수직형 원통형의 투명관(120)과, 상기 투명관(120)의 상단 및 하단에 각각 결합되어 상호 대칭형태로 배치되며, 상기 투명관(120) 단부에 결합되는 원통형의 연결관(131)과 상기 연결관(131)에 연결되어 연결관(131) 내부로 연통되면서 연결관(131)의 내부 단면적에 비해 큰 단면적을 형성한 사면체형의 확산관(132)으로 구성된 공기이동관부(130)와, 상기 투명관(120)의 내부 중앙에 수직으로 설치되는 제1UV램프(140a)와, 상기 투명관(120) 내부로 삽입되면서 제1UV램프(140a)가 내부 중앙에 배치되는 광촉매스크류(150)와, 상기 투명관(120)이 내부로 수용되어 투명관(120) 외주로부터 들뜬상태로 감싸지면서 외주면이 하우징(110)의 내주면과 이격된 원주형의 제1공기이동공간(113a)이 형성된 원통형의 광촉매망체(160)와, 상기 광촉매망체(160)의 상단과 하단에 각각 연결되어 상호 대칭형태로 형성되며, 상기 광촉매망체(160)의 단부가 일단부에 끼움 결합하면서 타단부가...(이하생략)",광촉매를 활용한 유해균 및 바이러스 제거가 가능한 이중구조의 정화장치
324430,13943,CSK Co Ltd,South Korea,시그네틱스 주식회사,"본 발명은 지문 센싱부와 같은 접촉 표면을 갖는 칩의 손상을 최소화할 수 있는 칩 몰딩 장치에 관한 것으로, 제 1 몰딩부; 제 1 몰딩부와 마주보는 제 2 몰딩부; 및 제 1 몰딩부에 위치하며, 제 2 몰딩부와 마주보는 면에 복수의 홈들을 갖는 몰딩 마스크를 포함하며; 홈들의 총 면적은 면의 총 면적에서 홈들의 총 면적을 제외한 나머지 면적보다 더 크다.",칩 몰딩 장치
1310576,45525,R&AC Co Ltd,Japan,타이완 세미콘덕터 매뉴팩쳐링 컴퍼니 리미티드,"포토마스크는, 기판과, 상기 기판 위에 배치되고, 방사선을 반사하도록 구성되는 다층 스택과, 상기 다층 스택 위의 캡핑층과, 상기 캡핑층 위의 반사방지층을 포함한다. 상기 반사방지층은 제1 패턴을 포함하고, 상기 제1 패턴은 상기 캡핑층을 노출시키며 프린트 가능 피처로서 구성된다. 포토마스크는 평면도 관점에서 상기 프린트 가능 피처로부터 이격된 흡수체도 포함한다.",오염 제어 기능을 가진 포토마스크 및 이것을 형성하는 방법
1830031,16191,Divergent Technologies Inc,United States,"Divergent Technologies, Inc."," An apparatus for producing spherical metallic powders through continuous ball milling. The apparatus includes a comminution component. The comminution component includes an inlet to receive a metallic material at a first region within the comminution component and an outlet to dispense the metallic powder from a second region within the comminution component. The apparatus includes a plurality of grinding components to grind the metallic material, the plurality of grinding components being arranged within the comminution component. The apparatus includes a drive component, connected with the comminution component, to induce movement of the metallic material and the plurality of grinding components within the comminution component such that the metallic material is fragmented through contact with the plurality of grinding components at the first region and an external surface of the fragmented metallic material is altered at the second region to produce the metallic powder. 
				",Methods and apparatuses for ball milling to produce powder for additive manufacturing
1766322,62891,Y's Inc,Japan,주식회사 경신,"자율주행 시스템 및 그 작동 방법이 개시된다. 본 발명의 일 측면에 따른 자율주행 시스템은 제1 MCU(Micro Controller Unit), 제1 MCU로 전원을 공급하는 PMIC(Power Management Integrated Circuit), 제1 MCU와 PMIC에 연결되는 트랜지스터, PMIC에 연결되어 PMIC의 출력 전압과 기준 전압을 비교하여 비교 신호를 출력하는 비교 회로, 및 비교 회로 및 트랜지스터에 연결되어 비교 신호를 래치하여 제어 신호를 생성하고, 제어 신호를 트랜지스터의 게이트로 출력하는 래치 회로를 포함하는 것을 특징으로 한다.",자율주행 시스템 및 그 작동 방법
3198086,39183,NK Co Ltd,Japan,파워씽크 (센젠) 테크놀로지 컴퍼니 리미티드,"본 발명은 가열 비연소 담배의 스마트 3D 균열 장치, 키트 및 이의 가열 방법을 개시한다. 스마트 3D 균열 장치는 가열 어셈블리(1) 및 외부의 담배 도구 케이싱(3)을 포함하되, 담배 도구 케이싱(3)과 가열 어셈블리(1) 사이에 제1 가열 챔버(A)를 형성하고, 가열 어셈블리 하우징과 그 내부의 조합식 히터(13) 사이에 제2 가열 챔버(B)를 형성하며, 조합식 히터(13) 내부의 가열 슬리브(132)의 이너 캐비티는 제3 가열 챔버(C)이고, 가열 슬리브(132)의 내부에는 포인티드 엔드를 구비하는 가열 로드(131)가 설치되며, 3개의 가열 챔버 사이의 기류는 연통되고, 가열 슬리브와 가열 로드에는 모두 발열 회로가 배치되며, 가열 어셈블리는 제어 회로에 연결되고, 제어 회로는 각각 가열 슬리브와 가열 로드를 가열 대상으로 독립적으로 제어하며 스마트하게 열을 분배하는 두 개의 온도 제어 회로를 포함한다. 본 발명에 의해 제시된 3D 균열 기술은 비연소 담배를 가열하여 원주 표면 및 코어부의 전방향 조합식 균일 가열을 제공하여, 이러한 담배가 기존의 담배의 맛에 근접하도록 하는 동시에 해를 감소시킨다.","가열 비연소 담배의 스마트 3D 균열 장치, 키트 및 이의 가열 방법"
2886021,29376,ITE,Japan,스미또모 베이크라이트 가부시키가이샤,"반도체 장치의 재배선층에 이용되는 포지티브형 감광성 수지 조성물로서, 당해 감광성 수지 조성물은, (A) 바이페놀 구조를 갖는 페놀 수지, (B) 가교제, 및 (C) 감광제를 포함하고, 당해 포지티브형 감광성 수지 조성물을 180℃에서 경화하여 얻어지는 경화물의 인장 파단 강도는, 100MPa 이상인, 포지티브형 감광성 수지 조성물.","포지티브형 감광성 수지 조성물, 경화막, 및 반도체 장치"
2646453,22762,Ginco Inc,Japan,코닝 인코포레이티드,"차량 내부 시스템은, 제1 단부 및 제2 단부를 갖는 제1 프레임 및 제3 단부 및 제4 단부를 갖는 제2 프레임을 갖는다. 제2 프레임의 제3 단부는 제1 프레임의 제2 단부에 근접하게 배치되고, 제1 프레임 및 제2 프레임은 제2 단부와 제3 단부 사이에 굽힘 축을 정의한다. 연속적인 커버 물질은, 굽힘 축을 가로지르고, 제1 및 제2 프레임에 접합된다. 차량 내부 시스템은 또한 제1 프레임의 제1 개구에 위치된 제1 디스플레이 장치를 포함한다. 상기 시스템은 제1 프레임이 제2 프레임과 평면인 제1 구성 및 제1 프레임이 제2 프레임과 평면이 아닌 제2 구성을 갖는다. 상기 시스템은 제1 구성과 제2 구성 사이에 가역적으로 전환되도록 구성된다.",커버 유리를 적층하고 동적 및 가역적으로 굽히는 방법 및 시스템
1646823,58491,U&I Corp,South Korea,유나이티드 마이크로일렉트로닉스 코퍼레이션,"반도체 디바이스는, 적어도 하나의 코어 디바이스 및 적어도 하나의 입력/출력(I/O) 디바이스를 갖는 로직 회로 영역을 포함한다. 적어도 하나의 코어 디바이스는 제1 누적 안테나 비율을 갖고, 적어도 하나의 I/O 디바이스는 제2 누적 안테나 비율을 갖는다. 제1 누적 안테나 비율은 제2 누적 안테나 비율보다 크다.",반도체 디바이스
1565490,54843,T & C Net SRL,Romania,누보 피그노네 테크놀로지 에스알엘,"산화제 유동을 압축하도록 그리고 연소기 섹션(20)에서 압축된 산화제 유동을 제공하도록 구성된 압축기 섹션(10)을 갖는 가스 터빈 시스템(1000, 2000, 3000). 연소기 섹션(20)은 산화제 및 연료 가스 혼합물을 개별적으로 수용하도록 - 혼합물은 적어도 연료 가스 및 불활성 가스를 함유함 -, 연소실 내에서 연료 및 산화제의 확산 화염 연소를 수행하도록, 그리고 연도 가스 유동을 확장시키고 확장된 연도 가스 유동을 터빈 출구에서 배출하도록 구성된 터빈 섹션(30)에 연도 가스 유동을 제공하도록 구성된다. 가스 터빈 시스템은 또한, 적어도 연료 가스와 불활성 가스를 혼합하도록 그리고 연소기 섹션(20)에서의 연료 가스 혼합물에, 연도 가스의 함량에 따른, 예를 들어 측정된 또는 예측된 연도 가스의 NOx 및/또는 CO 및/또는 CO2의 함량에 따른 혼합 비율을 제공하도록 구성된 혼합 유닛(50)을 갖는다. 혼합 유닛(50)은 가스 터빈 시스템의 동작을 제어하도록 구성되는 제어 유닛(40)의 제어 하에 적어도 연료 가스와 불활성 가스를 혼합하도록 구성된다.",원하지 않는 방출물을 감소시키기 위한 확산 화염 연소 및 연료 혼합을 이용한 가스 터빈 시스템
2571452,19828,F Hoffmann-La Roche,Switzerland,에프. 호프만-라 로슈 아게,본 발명은 암치료용 약제의 제조를 위한 하기 화학식 I 의 화합물의 용도 ; 뿐만 아니라 상기 약제를 투여함으로써 암을 치료하는 방법에 관한 것으로서 :  [화학식 I]  상기 약제는 약 1.5 mg/m  2  /일 내지 약 30 mg/m  2  /일의 양으로 상기 화합물을 전달할 수 있는 것을 특징으로 한다.,"5-(2-클로로페닐)-1,2-디히드로-7-플루오로-8-메톡시-3-메틸-피라졸로[3,4-B][1,4] 벤조디아제핀의 투여 섭생"
1632332,57152,to-R,Japan,브리스톨-마이어스 스큅 컴퍼니,본 발명은 KRAS 억제제를 제공한다. 이 화합물을 사용하여 암을 치료하는 방법이 또한 제공된다.,"KRAS 억제제로서의 테트라하이드로피리도 3,4-D 피리미딘 유도체"
101423,2957,AME Inc,United States,"벤타나 메디컬 시스템즈, 인코포레이티드","컴퓨터 기반 시료 분석기 (10) 는, 세포에서 상이하게 착색된 유전자들 및 염색체들을 나타내는 도트들을 검출함으로써 세포 샘플에 있어서 유전자들의 발현 레벨을 검출하도록 구성된다. 착색된 유전자들 및 염색체들의 컬러는, 유전자들, 염색체들, 또는 비-유전물질인 이미지에서의 영역들을 정의하는 도트 마스크를 생성하기 위해 강화되고 필터링된다. 메트릭들은 도트들에 대응하는 영역들에서 세포의 이미지에 있어서 도트들 및/또는 픽셀들에 대하여 결정된다 메트릭들은 유전자들을 염색체들로부터 분리하는 분류기에 제공된다. 분류기의 결과들은 조직 샘플들에서 유전자들의 발현 레벨을 추정하도록 카운팅된다.",조직 샘플들에 있어서의 유전자들을 검출하는 시스템
1039078,37544,N Inc,Japan,"듀폰 세이프티 앤드 컨스트럭션, 인크.","방호복은 안면 영역을 갖는 후드를 포함하며, 안면 영역은, 전면 마스크 또는 전면 방독면을 후드와 맞물려서 후드에 탈착식으로 밀봉하기 위한 개구부를 갖는 엘라스토머 계면을 구비하고, 개구부는, 모두 개구부의 중심에 대하여 내향하게 만곡된 에지인 이마 에지 및 턱 에지, 그리고 개구부의 중심에 대하여 외향하게 만곡된 에지인 2개의 뺨 에지를 가지며, 개구부는, 제1 및 제2 뺨 에지 사이의 중심선 수평 치수, 및 이마 에지와 턱 에지 사이의 중심선 수직 치수를 더 갖고, 중심선 수평 치수 대 중심선 수직 치수 종횡비는 1.5 이상이다.",개선된 후드 엘라스토머 계면을 갖는 방호복
3311245,41493,P&M Co Ltd,Japan,신에츠 폴리머 가부시키가이샤,"본 발명은, 패널의 파손을 억제 가능한 패널 수납 용기를 제공한다. 패널 수납 용기는, 복수의 패널을 제1 방향으로 배열한 상태로 수납하기 위한 용기 본체와, 용기 본체의 내부에 마련되고, 복수의 패널을 지지하는 패널 지지부를 구비하고, 패널 지지부는, 복수의 패널 중의 1매의 패널을 지지하기 위한 제 1 방향과 교차하는 제2 방향으로 연장되는 샤프트를 구비하며, 샤프트는, 제2 방향에서의 단부를 포함하고, 용기 본체는, 샤프트를 고정하기 위한 지주를 구비하며, 지주는, 제1 방향 및 제2 방향과 교차하는 제3 방향에서 단부를 협지하는 제1 부재 및 제2 부재를 포함하고, 제1 부재에는, 제3 방향에서 제2 부재로부터 멀어지는 방향으로 움푹 패임과 함께, 제2 방향으로 연장되는 제1 홈이 마련되며, 제2 부재에는, 제3 방향에서 제1 부재로부터 멀어지는 방향으로 움푹 패임과 함께, 제2 방향으로 연장되는 제2 홈이 마련되고, 샤프트는, 단부가 제1 홈 및 제2 홈에 수용된 상태로, 제1 부재 및 제2 부재에 의해 단부가 제3 방향에서 협지됨으로써 고정된다.",패널 수납 용기
7234152,37544,N Inc,Japan,"마이코테크놀로지, 인코포레이티드","새로 규명된 진균의 단맛 변형 단백질(허니 트러플 버섯 감미료(HTS)로 지정) 및 상기 단백질을 코딩하는 cDNA가 기재되어 있다. 구체적으로, 단맛 활성화에 활성인 Myd 단백질 및 이를 코딩하는 cDNA가 이러한 cDNA를 분리하고 이러한 단백질을 분리 및 발현하는 방법과 함께 설명된다. 또한 본 발명의 단백질을 포함하는 감미 조성물의 용도 및 경구 투여용 제품에 개선된 풍미를 제공하는 방법이 개시되어 있다.",트러플 유래 감미 단백질 변이체
1171505,40290,OLTA Inc,Japan,코니카 미놀타 가부시키가이샤,"본 발명의 과제는, 충분한 도전성과 광 투과성을 겸비하고, 또한 경시 안정성이 우수한 투명 전극과, 당해 투명 전극을 구비한 전자 디바이스를 제공하는 것이다. 투명 전극(1)은 하기 일반식 (1)로 표시되는 구조를 갖는 화합물을 함유하는 금속 친화성층(11)과, 당해 금속 친화성층(11)에 인접해서 마련되고, 은과 당해 은과는 다른 금속을 함유하는 제1 도전성층(12a)과, 은을 주성분으로 하는 제2 도전성층(12b)을 이 순으로 갖는다.  (식 중 X  1  및 X  2  는 각각 독립적으로, 질소 원자 또는 CR  1  을 나타낸다. R  1  은 수소 원자 또는 치환기를 나타낸다. 식 중 A  1  은 5원 또는 6원의 헤테로아릴환을 구성하는 잔기를 나타낸다)",투명 전극 및 전자 디바이스
